date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:26:51	64568/64568	---MCZ	200	added ('OK')	font/otf	etag:W/%22fc38-177bbd709bc%22	https://laotramirada.com/_nuxt/fonts/ProximaNova-Black.9a0d4bb.otf	C:/My%20Web%20Sites/laotramirandaBackup/laotramirada.com/_nuxt/fonts/ProximaNova-Black.9a0d4bb.otf	(from https://laotramirada.com/)
16:26:51	65160/65160	---MCZ	200	added ('OK')	font/otf	etag:W/%22fe88-177bbd709bc%22	https://laotramirada.com/_nuxt/fonts/ProximaNova-Bold.1876083.otf	C:/My%20Web%20Sites/laotramirandaBackup/laotramirada.com/_nuxt/fonts/ProximaNova-Bold.1876083.otf	(from https://laotramirada.com/)
16:26:52	844600/844600	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22ce338-177bbd709bc%22	https://laotramirada.com/_nuxt/fonts/materialdesignicons-webfont.2d0a0d8.eot	C:/My%20Web%20Sites/laotramirandaBackup/laotramirada.com/_nuxt/fonts/materialdesignicons-webfont.2d0a0d8.eot	(from https://laotramirada.com/)
16:26:52	844600/844600	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22ce338-177bbd709bc%22	https://laotramirada.com/_nuxt/fonts/materialdesignicons-webfont.2d0a0d8.eot?	C:/My%20Web%20Sites/laotramirandaBackup/laotramirada.com/_nuxt/fonts/materialdesignicons-webfont.2d0a0d8d41d.eot	(from https://laotramirada.com/)
16:26:52	283040/283040	---M--	200	added ('OK')	font/woff2	etag:W/%22451a0-177bbd709bc%22	https://laotramirada.com/_nuxt/fonts/materialdesignicons-webfont.d006653.woff2	C:/My%20Web%20Sites/laotramirandaBackup/laotramirada.com/_nuxt/fonts/materialdesignicons-webfont.d006653.woff2	(from https://laotramirada.com/)
16:26:52	404384/404384	---M--	200	added ('OK')	font/woff	etag:W/%2262ba0-177bbd709bc%22	https://laotramirada.com/_nuxt/fonts/materialdesignicons-webfont.b4917be.woff	C:/My%20Web%20Sites/laotramirandaBackup/laotramirada.com/_nuxt/fonts/materialdesignicons-webfont.b4917be.woff	(from https://laotramirada.com/)
16:26:53	844380/844380	---MCZ	200	added ('OK')	font/ttf	etag:W/%22ce25c-177bbd709bc%22	https://laotramirada.com/_nuxt/fonts/materialdesignicons-webfont.f511123.ttf	C:/My%20Web%20Sites/laotramirandaBackup/laotramirada.com/_nuxt/fonts/materialdesignicons-webfont.f511123.ttf	(from https://laotramirada.com/)
16:26:53	5081/5081	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2213d9-177bbd709bc%22	https://laotramirada.com/_nuxt/img/logo.0c08f6c.svg	C:/My%20Web%20Sites/laotramirandaBackup/laotramirada.com/_nuxt/img/logo.0c08f6c.svg	(from https://laotramirada.com/)
16:26:53	514767/514767	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Mar%202022%2020:26:51%20GMT	https://laotramirada.com/login	C:/My%20Web%20Sites/laotramirandaBackup/laotramirada.com/login.html	(from https://laotramirada.com/)
16:26:53	527321/527321	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Mar%202022%2020:26:51%20GMT	https://laotramirada.com/quienes-somos/	C:/My%20Web%20Sites/laotramirandaBackup/laotramirada.com/quienes-somos/index.html	(from https://laotramirada.com/)
16:26:54	300299/300299	---M--	200	added ('OK')	image/jpeg	etag:%225fd779ce-4950b%22	https://api.laotramirada.com/content/uploads/2020/11/Foto-1-Inicio-002-scaled-e1605883638668.jpg	C:/My%20Web%20Sites/laotramirandaBackup/api.laotramirada.com/content/uploads/2020/11/Foto-1-Inicio-002-scaled-e1605883638668.jpg	(from https://laotramirada.com/)
16:26:54	0/0	---MC-	302	error ('Found')	text/html	date:Mon,%2028%20Mar%202022%2020:26:51%20GMT	https://laotramirada.com/vitrina/	C:/My%20Web%20Sites/laotramirandaBackup/laotramirada.com/vitrina/index.html	(from https://laotramirada.com/)
16:26:54	161332/161332	---M--	200	added ('OK')	image/png	etag:%225fd25a28-27634%22	https://api.laotramirada.com/content/uploads/2020/10/Duque-Marquez-1-e1606403786380.png	C:/My%20Web%20Sites/laotramirandaBackup/api.laotramirada.com/content/uploads/2020/10/Duque-Marquez-1-e1606403786380.png	(from https://laotramirada.com/)
16:26:54	631733/631733	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Mar%202022%2020:26:52%20GMT	https://laotramirada.com/conferencias/	C:/My%20Web%20Sites/laotramirandaBackup/laotramirada.com/conferencias/index.html	(from https://laotramirada.com/)
16:26:54	254146/254146	---M--	200	added ('OK')	image/png	etag:%225fd0e515-3e0c2%22	https://api.laotramirada.com/content/uploads/2020/11/Moises-Nai%cc%81m-1.png	C:/My%20Web%20Sites/laotramirandaBackup/api.laotramirada.com/content/uploads/2020/11/Moises-Nai%cc%81m-1.png	(from https://laotramirada.com/)
16:26:54	87595/87595	---M--	200	added ('OK')	image/png	etag:%225fd25a8b-1562b%22	https://api.laotramirada.com/content/uploads/2020/11/Moro-1-e1606403731134.png	C:/My%20Web%20Sites/laotramirandaBackup/api.laotramirada.com/content/uploads/2020/11/Moro-1-e1606403731134.png	(from https://laotramirada.com/)
16:26:55	117485/117485	---M--	200	added ('OK')	image/png	etag:%225fd25ad2-1caed%22	https://api.laotramirada.com/content/uploads/2020/11/Macri-2-1-e1606403690932.png	C:/My%20Web%20Sites/laotramirandaBackup/api.laotramirada.com/content/uploads/2020/11/Macri-2-1-e1606403690932.png	(from https://laotramirada.com/)
16:26:55	183469/183469	---M--	200	added ('OK')	image/png	etag:%225fd7725e-2ccad%22	https://api.laotramirada.com/content/uploads/2020/11/Naranjo-2-2-e1606402956161.png	C:/My%20Web%20Sites/laotramirandaBackup/api.laotramirada.com/content/uploads/2020/11/Naranjo-2-2-e1606402956161.png	(from https://laotramirada.com/)
16:26:55	247764/247764	---M--	200	added ('OK')	image/png	etag:%225fd772ee-3c7d4%22	https://api.laotramirada.com/content/uploads/2020/11/MVLL_A2-1-e1606402876713.png	C:/My%20Web%20Sites/laotramirandaBackup/api.laotramirada.com/content/uploads/2020/11/MVLL_A2-1-e1606402876713.png	(from https://laotramirada.com/)
16:26:55	530495/530495	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Mar%202022%2020:26:53%20GMT	https://laotramirada.com/conferencias/ivan-duque/	C:/My%20Web%20Sites/laotramirandaBackup/laotramirada.com/conferencias/ivan-duque/index.html	(from https://laotramirada.com/)
16:26:56	525978/525978	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Mar%202022%2020:26:53%20GMT	https://laotramirada.com/vitrina/lideres/lider-a	C:/My%20Web%20Sites/laotramirandaBackup/laotramirada.com/vitrina/lideres/lider-a.html	(from https://laotramirada.com/)
16:26:56	533462/533462	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Mar%202022%2020:26:53%20GMT	https://laotramirada.com/conferencias/moises-naim/	C:/My%20Web%20Sites/laotramirandaBackup/laotramirada.com/conferencias/moises-naim/index.html	(from https://laotramirada.com/)
16:26:56	274178/274178	---M--	200	added ('OK')	image/png	etag:%225fcfbc5e-42f02%22	https://api.laotramirada.com/content/uploads/2020/10/Ferguson.png	C:/My%20Web%20Sites/laotramirandaBackup/api.laotramirada.com/content/uploads/2020/10/Ferguson.png	(from https://laotramirada.com/)
16:26:56	529280/529280	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Mar%202022%2020:26:54%20GMT	https://laotramirada.com/conferencias/sergio-moro/	C:/My%20Web%20Sites/laotramirandaBackup/laotramirada.com/conferencias/sergio-moro/index.html	(from https://laotramirada.com/)
16:26:56	525184/525184	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Mar%202022%2020:26:54%20GMT	https://laotramirada.com/vitrina/galeria/conferencia-mario-vargas-llosa	C:/My%20Web%20Sites/laotramirandaBackup/laotramirada.com/vitrina/galeria/conferencia-mario-vargas-llosa.html	(from https://laotramirada.com/)
16:26:57	531186/531186	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Mar%202022%2020:26:54%20GMT	https://laotramirada.com/conferencias/mauricio-macri/	C:/My%20Web%20Sites/laotramirandaBackup/laotramirada.com/conferencias/mauricio-macri/index.html	(from https://laotramirada.com/)
16:26:57	531615/531615	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Mar%202022%2020:26:54%20GMT	https://laotramirada.com/conferencias/oscar-naranjo/	C:/My%20Web%20Sites/laotramirandaBackup/laotramirada.com/conferencias/oscar-naranjo/index.html	(from https://laotramirada.com/)
16:26:57	67275/67275	---M--	200	added ('OK')	image/jpeg	etag:%225fd7c2a9-106cb%22	https://api.laotramirada.com/content/uploads/2020/11/Vargas-Llosa-10-2.jpg	C:/My%20Web%20Sites/laotramirandaBackup/api.laotramirada.com/content/uploads/2020/11/Vargas-Llosa-10-2.jpg	(from https://laotramirada.com/)
16:26:57	532117/532117	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Mar%202022%2020:26:54%20GMT	https://laotramirada.com/conferencias/mario-vargas-llosa-2-2/	C:/My%20Web%20Sites/laotramirandaBackup/laotramirada.com/conferencias/mario-vargas-llosa-2-2/index.html	(from https://laotramirada.com/)
16:26:57	74729/74729	---M--	200	added ('OK')	image/jpeg	etag:%225fda2653-123e9%22	https://api.laotramirada.com/content/uploads/2020/11/Giuliani-6bn-scaled-e1604691709827.jpg	C:/My%20Web%20Sites/laotramirandaBackup/api.laotramirada.com/content/uploads/2020/11/Giuliani-6bn-scaled-e1604691709827.jpg	(from https://laotramirada.com/)
16:26:57	525378/525378	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Mar%202022%2020:26:55%20GMT	https://laotramirada.com/vitrina/galeria/conferencia-rudy-giuliani	C:/My%20Web%20Sites/laotramirandaBackup/laotramirada.com/vitrina/galeria/conferencia-rudy-giuliani.html	(from https://laotramirada.com/)
16:26:58	547357/547357	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Mar%202022%2020:26:55%20GMT	https://laotramirada.com/vitrina/lideres/	C:/My%20Web%20Sites/laotramirandaBackup/laotramirada.com/vitrina/lideres/index.html	(from https://laotramirada.com/)
16:26:58	522428/522428	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Mar%202022%2020:26:55%20GMT	https://laotramirada.com/vitrina/galeria/conferencia-yoani-sanchez	C:/My%20Web%20Sites/laotramirandaBackup/laotramirada.com/vitrina/galeria/conferencia-yoani-sanchez.html	(from https://laotramirada.com/)
16:26:58	83857/83857	---M--	200	added ('OK')	image/jpeg	etag:%225fda4c8d-14791%22	https://api.laotramirada.com/content/uploads/2020/11/YOANI-SANCHEZ-3-2-e1604690217979.jpg	C:/My%20Web%20Sites/laotramirandaBackup/api.laotramirada.com/content/uploads/2020/11/YOANI-SANCHEZ-3-2-e1604690217979.jpg	(from https://laotramirada.com/)
16:26:58	524448/524448	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Mar%202022%2020:26:56%20GMT	https://laotramirada.com/vitrina/galeria/conferencia-john-tomasi	C:/My%20Web%20Sites/laotramirandaBackup/laotramirada.com/vitrina/galeria/conferencia-john-tomasi.html	(from https://laotramirada.com/)
16:26:58	425219/425219	---M--	200	added ('OK')	image/jpeg	etag:%225fd7c174-67d03%22	https://api.laotramirada.com/content/uploads/2020/11/Tomasi-2.jpg	C:/My%20Web%20Sites/laotramirandaBackup/api.laotramirada.com/content/uploads/2020/11/Tomasi-2.jpg	(from https://laotramirada.com/)
16:26:59	20127/20127	---MCZ	200	added ('OK')	application/javascript	etag:W/%224e9f-177bbd709dc%22	https://laotramirada.com/_nuxt/pages/quienes-somos/index.20e1468.js	C:/My%20Web%20Sites/laotramirandaBackup/laotramirada.com/_nuxt/pages/quienes-somos/index.20e1468.js	(from https://laotramirada.com/quienes-somos/)
16:26:59	187956/187956	---M--	200	added ('OK')	image/jpeg	etag:%225fda66db-2de34%22	https://api.laotramirada.com/content/uploads/2020/10/Quienes-Somos_-scaled-e1604687891472.jpg	C:/My%20Web%20Sites/laotramirandaBackup/api.laotramirada.com/content/uploads/2020/10/Quienes-Somos_-scaled-e1604687891472.jpg	(from https://laotramirada.com/quienes-somos/)
16:26:59	22438/22438	---M--	200	added ('OK')	image/png	etag:%225fda66bd-57a6%22	https://api.laotramirada.com/content/uploads/2020/11/Captura-de-Pantalla-2020-11-02-a-las-16.23.29-e1604345052565.png	C:/My%20Web%20Sites/laotramirandaBackup/api.laotramirada.com/content/uploads/2020/11/Captura-de-Pantalla-2020-11-02-a-las-16.23.29-e1604345052565.png	(from https://laotramirada.com/quienes-somos/)
16:26:59	22724/22724	---M--	200	added ('OK')	image/jpeg	etag:%225fda55f1-58c4%22	https://api.laotramirada.com/content/uploads/2020/11/Cultura-y-Sociedad-scaled-e1604525835409.jpg	C:/My%20Web%20Sites/laotramirandaBackup/api.laotramirada.com/content/uploads/2020/11/Cultura-y-Sociedad-scaled-e1604525835409.jpg	(from https://laotramirada.com/quienes-somos/)
16:27:00	21058/21058	---M--	200	added ('OK')	image/jpeg	etag:%225fda55ce-5242%22	https://api.laotramirada.com/content/uploads/2020/11/Deidre-3bn-e1604525856526.jpg	C:/My%20Web%20Sites/laotramirandaBackup/api.laotramirada.com/content/uploads/2020/11/Deidre-3bn-e1604525856526.jpg	(from https://laotramirada.com/quienes-somos/)
16:27:00	9611/9611	---M--	200	added ('OK')	image/jpeg	etag:%225fda559c-258b%22	https://api.laotramirada.com/content/uploads/2020/11/ferguson-9bn-scaled-e1604525883772.jpg	C:/My%20Web%20Sites/laotramirandaBackup/api.laotramirada.com/content/uploads/2020/11/ferguson-9bn-scaled-e1604525883772.jpg	(from https://laotramirada.com/quienes-somos/)
16:27:00	2882/2882	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b42-177bbd709dc%22	https://laotramirada.com/_nuxt/pages/conferencias/index.a5f5b8b.js	C:/My%20Web%20Sites/laotramirandaBackup/laotramirada.com/_nuxt/pages/conferencias/index.a5f5b8b.js	(from https://laotramirada.com/conferencias/)
16:27:00	11500/11500	---MCZ	200	added ('OK')	application/javascript	etag:W/%222cec-177bbd709d4%22	https://laotramirada.com/_nuxt/commons/9100d56e.f012c92.js	C:/My%20Web%20Sites/laotramirandaBackup/laotramirada.com/_nuxt/commons/9100d56e.f012c92.js	(from https://laotramirada.com/conferencias/)
16:27:00	40649/40649	---M--	200	added ('OK')	image/jpeg	etag:%225fda5630-9ec9%22	https://api.laotramirada.com/content/uploads/2020/11/Ayaan-3bn-scaled-e1604505260262.jpg	C:/My%20Web%20Sites/laotramirandaBackup/api.laotramirada.com/content/uploads/2020/11/Ayaan-3bn-scaled-e1604505260262.jpg	(from https://laotramirada.com/conferencias/)
16:27:01	117581/117581	---M--	200	added ('OK')	image/png	etag:%225fd7b580-1cb4d%22	https://api.laotramirada.com/content/uploads/2020/11/Polman-3-e1606403027455.png	C:/My%20Web%20Sites/laotramirandaBackup/api.laotramirada.com/content/uploads/2020/11/Polman-3-e1606403027455.png	(from https://laotramirada.com/conferencias/)
16:27:01	346650/346650	---M--	200	added ('OK')	image/png	etag:%225fd7b579-54a1a%22	https://api.laotramirada.com/content/uploads/2020/11/Sorman-2-2-e1606403098549.png	C:/My%20Web%20Sites/laotramirandaBackup/api.laotramirada.com/content/uploads/2020/11/Sorman-2-2-e1606403098549.png	(from https://laotramirada.com/conferencias/)
16:27:01	292783/292783	---M--	200	added ('OK')	image/png	etag:%225fd2634c-477af%22	https://api.laotramirada.com/content/uploads/2020/11/hirsi-3-e1606403151788.png	C:/My%20Web%20Sites/laotramirandaBackup/api.laotramirada.com/content/uploads/2020/11/hirsi-3-e1606403151788.png	(from https://laotramirada.com/conferencias/)
16:27:01	532020/532020	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Mar%202022%2020:26:59%20GMT	https://laotramirada.com/conferencias/paul-polman/	C:/My%20Web%20Sites/laotramirandaBackup/laotramirada.com/conferencias/paul-polman/index.html	(from https://laotramirada.com/conferencias/)
16:27:01	160413/160413	---M--	200	added ('OK')	image/png	etag:%225fd262d2-2729d%22	https://api.laotramirada.com/content/uploads/2020/11/Tomasi-3-e1606403245905.png	C:/My%20Web%20Sites/laotramirandaBackup/api.laotramirada.com/content/uploads/2020/11/Tomasi-3-e1606403245905.png	(from https://laotramirada.com/conferencias/)
16:27:02	269670/269670	---M--	200	added ('OK')	image/png	etag:%225fd772c1-41d66%22	https://api.laotramirada.com/content/uploads/2020/11/MVLL-3-e1606402898451.png	C:/My%20Web%20Sites/laotramirandaBackup/api.laotramirada.com/content/uploads/2020/11/MVLL-3-e1606402898451.png	(from https://laotramirada.com/conferencias/)
16:27:02	166748/166748	---M--	200	added ('OK')	image/png	etag:%225fd23a99-28b5c%22	https://api.laotramirada.com/content/uploads/2020/11/1-1.png	C:/My%20Web%20Sites/laotramirandaBackup/api.laotramirada.com/content/uploads/2020/11/1-1.png	(from https://laotramirada.com/conferencias/)
16:27:02	532594/532594	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Mar%202022%2020:27:00%20GMT	https://laotramirada.com/conferencias/guy-sorman/	C:/My%20Web%20Sites/laotramirandaBackup/laotramirada.com/conferencias/guy-sorman/index.html	(from https://laotramirada.com/conferencias/)
16:27:02	93379/93379	---M--	200	added ('OK')	image/png	etag:%225fd23031-16cc3%22	https://api.laotramirada.com/content/uploads/2020/11/3.2-1.png	C:/My%20Web%20Sites/laotramirandaBackup/api.laotramirada.com/content/uploads/2020/11/3.2-1.png	(from https://laotramirada.com/conferencias/)
16:27:02	223102/223102	---M--	200	added ('OK')	image/png	etag:%225fd26296-3677e%22	https://api.laotramirada.com/content/uploads/2020/11/McCloskey-3-e1606403558220.png	C:/My%20Web%20Sites/laotramirandaBackup/api.laotramirada.com/content/uploads/2020/11/McCloskey-3-e1606403558220.png	(from https://laotramirada.com/conferencias/)
16:27:02	539279/539279	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Mar%202022%2020:27:00%20GMT	https://laotramirada.com/conferencias/ayaan-hirsi-ali/	C:/My%20Web%20Sites/laotramirandaBackup/laotramirada.com/conferencias/ayaan-hirsi-ali/index.html	(from https://laotramirada.com/conferencias/)
16:27:03	154641/154641	---M--	200	added ('OK')	image/png	etag:%225fd22fd3-25c11%22	https://api.laotramirada.com/content/uploads/2020/11/4-1.png	C:/My%20Web%20Sites/laotramirandaBackup/api.laotramirada.com/content/uploads/2020/11/4-1.png	(from https://laotramirada.com/conferencias/)
16:27:03	157546/157546	---M--	200	added ('OK')	image/png	etag:%225fd0e5e2-2676a%22	https://api.laotramirada.com/content/uploads/2020/11/5.2-1.png	C:/My%20Web%20Sites/laotramirandaBackup/api.laotramirada.com/content/uploads/2020/11/5.2-1.png	(from https://laotramirada.com/conferencias/)
16:27:03	236208/236208	---M--	200	added ('OK')	image/png	etag:%225fd26269-39ab0%22	https://api.laotramirada.com/content/uploads/2020/11/Sanche%cc%81z-2-2-e1606403614788.png	C:/My%20Web%20Sites/laotramirandaBackup/api.laotramirada.com/content/uploads/2020/11/Sanche%cc%81z-2-2-e1606403614788.png	(from https://laotramirada.com/conferencias/)
16:27:03	539464/539464	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Mar%202022%2020:27:01%20GMT	https://laotramirada.com/conferencias/john-tomasi/	C:/My%20Web%20Sites/laotramirandaBackup/laotramirada.com/conferencias/john-tomasi/index.html	(from https://laotramirada.com/conferencias/)
16:27:03	201500/201500	---M--	200	added ('OK')	image/png	etag:%225fd230a2-3131c%22	https://api.laotramirada.com/content/uploads/2020/11/2.2-1.png	C:/My%20Web%20Sites/laotramirandaBackup/api.laotramirada.com/content/uploads/2020/11/2.2-1.png	(from https://laotramirada.com/conferencias/)
16:27:04	95631/95631	---M--	200	added ('OK')	image/png	etag:%225fd25b1e-1758f%22	https://api.laotramirada.com/content/uploads/2020/11/Ferguson-2-e1606403654962.png	C:/My%20Web%20Sites/laotramirandaBackup/api.laotramirada.com/content/uploads/2020/11/Ferguson-2-e1606403654962.png	(from https://laotramirada.com/conferencias/)
16:27:04	539576/539576	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Mar%202022%2020:27:02%20GMT	https://laotramirada.com/conferencias/mario-vargas-llosa/	C:/My%20Web%20Sites/laotramirandaBackup/laotramirada.com/conferencias/mario-vargas-llosa/index.html	(from https://laotramirada.com/conferencias/)
16:27:05	535232/535232	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Mar%202022%2020:27:02%20GMT	https://laotramirada.com/conferencias/guillermo-lasso/	C:/My%20Web%20Sites/laotramirandaBackup/laotramirada.com/conferencias/guillermo-lasso/index.html	(from https://laotramirada.com/conferencias/)
16:27:05	33407/33407	---MCZ	200	added ('OK')	application/javascript	etag:W/%22827f-177bbd709dc%22	https://laotramirada.com/_nuxt/pages/login/index.dcb5cad.js	C:/My%20Web%20Sites/laotramirandaBackup/laotramirada.com/_nuxt/pages/login/index.dcb5cad.js	(from https://laotramirada.com/login)
16:27:06	534374/534374	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Mar%202022%2020:27:02%20GMT	https://laotramirada.com/conferencias/luigi-zingales/	C:/My%20Web%20Sites/laotramirandaBackup/laotramirada.com/conferencias/luigi-zingales/index.html	(from https://laotramirada.com/conferencias/)
16:27:06	535750/535750	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Mar%202022%2020:27:02%20GMT	https://laotramirada.com/conferencias/jonathan-haidt/	C:/My%20Web%20Sites/laotramirandaBackup/laotramirada.com/conferencias/jonathan-haidt/index.html	(from https://laotramirada.com/conferencias/)
16:27:06	536570/536570	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Mar%202022%2020:27:02%20GMT	https://laotramirada.com/conferencias/deirdre-mccloskey/	C:/My%20Web%20Sites/laotramirandaBackup/laotramirada.com/conferencias/deirdre-mccloskey/index.html	(from https://laotramirada.com/conferencias/)
16:27:06	536708/536708	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Mar%202022%2020:27:03%20GMT	https://laotramirada.com/conferencias/rudy-giuliani/	C:/My%20Web%20Sites/laotramirandaBackup/laotramirada.com/conferencias/rudy-giuliani/index.html	(from https://laotramirada.com/conferencias/)
16:27:11	533440/533440	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Mar%202022%2020:27:04%20GMT	https://laotramirada.com/conferencias/yoani-sanchez/	C:/My%20Web%20Sites/laotramirandaBackup/laotramirada.com/conferencias/yoani-sanchez/index.html	(from https://laotramirada.com/conferencias/)
16:27:11	528763/528763	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Mar%202022%2020:27:04%20GMT	https://laotramirada.com/conferencias/jesse-norman/	C:/My%20Web%20Sites/laotramirandaBackup/laotramirada.com/conferencias/jesse-norman/index.html	(from https://laotramirada.com/conferencias/)
16:27:11	538483/538483	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Mar%202022%2020:27:04%20GMT	https://laotramirada.com/conferencias/niall-ferguson/	C:/My%20Web%20Sites/laotramirandaBackup/laotramirada.com/conferencias/niall-ferguson/index.html	(from https://laotramirada.com/conferencias/)
16:27:11	146281/146281	---M--	200	added ('OK')	image/png	etag:%225fd7a994-23b69%22	https://api.laotramirada.com/content/uploads/2020/11/imagen-1.png	C:/My%20Web%20Sites/laotramirandaBackup/api.laotramirada.com/content/uploads/2020/11/imagen-1.png	(from https://laotramirada.com/login)
16:27:11	37531/37531	---MCZ	200	added ('OK')	application/javascript	etag:W/%22929b-177bbd709d8%22	https://laotramirada.com/_nuxt/pages/conferencias/_id/index.da531ce.js	C:/My%20Web%20Sites/laotramirandaBackup/laotramirada.com/_nuxt/pages/conferencias/_id/index.da531ce.js	(from https://laotramirada.com/conferencias/ivan-duque/)
16:27:12	440409/440409	---M--	200	added ('OK')	image/png	etag:%225fda565e-6b859%22	https://api.laotramirada.com/content/uploads/2020/11/Duque-Marquez.png	C:/My%20Web%20Sites/laotramirandaBackup/api.laotramirada.com/content/uploads/2020/11/Duque-Marquez.png	(from https://laotramirada.com/conferencias/ivan-duque/)
16:27:12	534872/534872	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Mar%202022%2020:27:09%20GMT	https://laotramirada.com/conferencias/ivan-duque/sobre	C:/My%20Web%20Sites/laotramirandaBackup/laotramirada.com/conferencias/ivan-duque/sobre.html	(from https://laotramirada.com/conferencias/ivan-duque/)
16:27:13	631727/631727	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Mar%202022%2020:27:10%20GMT	https://laotramirada.com/conferencias	C:/My%20Web%20Sites/laotramirandaBackup/laotramirada.com/conferencias.html	(from https://laotramirada.com/conferencias/ivan-duque/)
